Week.Ending.Date,Geographic.aggregation,Number.of.Inpatient.Beds.Occupied,Total.COVID.19.Admissions,Total.Influenza.Admissions,Total.RSV.Admissions,Total.Adult.RSV.Admissions
2/8/2025,AK,943,10,26,13,10
2/8/2025,AL,9886,221,652,81,55
2/8/2025,AR,4875,84,627,61,41
2/8/2025,AZ,7134,126,465,361,194
2/8/2025,CA,49622,807,3354,711,423
2/8/2025,CO,7412,101,562,225,73
2/8/2025,CT,6390,162,537,80,65
2/8/2025,DC,2207,24,248,2,2
2/8/2025,DE,1619,31,157,28,18
2/8/2025,FL,42183,554,2924,362,269
2/8/2025,GA,17245,291,1199,148,122
2/8/2025,GU,120,0,0,0,0
2/8/2025,HI,1772,11,81,24,18
2/8/2025,IA,4790,108,559,104,50
2/8/2025,ID,1963,29,165,67,31
2/8/2025,IL,17339,526,2205,340,258
2/8/2025,IN,12092,358,1668,216,106
2/8/2025,KS,4829,92,424,88,48
2/8/2025,KY,8237,233,1081,99,69
2/8/2025,LA,7354,168,439,97,52
2/8/2025,MA,13685,283,1574,139,120
2/8/2025,MD,8855,177,962,83,71
2/8/2025,ME,2450,39,196,25,9
2/8/2025,MI,12323,481,1244,322,178
2/8/2025,MN,7543,175,674,206,85
2/8/2025,MO,10825,209,1091,128,89
2/8/2025,MS,5591,132,467,39,36
2/8/2025,MT,1781,25,157,32,15
2/8/2025,NC,18810,439,2238,344,246
2/8/2025,ND,1567,38,123,28,6
2/8/2025,NE,3328,65,303,88,36
2/8/2025,NH,1928,59,163,22,15
2/8/2025,NJ,15410,450,1888,218,176
2/8/2025,NM,2626,60,203,101,29
2/8/2025,NV,5153,41,192,103,32
2/8/2025,NY,31111,730,2607,465,355
2/8/2025,OH,22086,626,3082,255,158
2/8/2025,OK,6691,125,892,141,91
2/8/2025,OR,5526,68,548,178,108
2/8/2025,PA,22067,1296,4174,731,609
2/8/2025,PR,2683,47,162,24,2
2/8/2025,RI,1762,55,193,22,19
2/8/2025,SC,8372,202,1148,107,88
2/8/2025,SD,1837,60,197,37,14
2/8/2025,TN,12930,231,919,108,71
2/8/2025,TX,47722,796,4019,461,240
2/8/2025,UT,4140,44,209,224,51
2/8/2025,VA,12173,278,1151,69,54
2/8/2025,VI,93,0,0,0,0
2/8/2025,VT,767,26,115,9,5
2/8/2025,WA,10151,139,749,143,109
2/8/2025,WI,8694,332,1111,222,135
2/8/2025,WV,4262,110,446,87,50
2/8/2025,WY,335,9,62,29,12
2/1/2025,AK,950,8,28,31,16
2/1/2025,AL,9573,212,742,77,58
2/1/2025,AR,5054,77,464,57,48
2/1/2025,AZ,10854,401,870,435,267
2/1/2025,CA,51850,910,4276,784,448
2/1/2025,CO,7993,153,543,223,83
2/1/2025,CT,6682,174,466,76,59
2/1/2025,DC,2288,30,197,6,6
2/1/2025,DE,1593,32,140,28,14
2/1/2025,FL,45792,611,3616,491,380
2/1/2025,GA,17791,279,1319,149,114
2/1/2025,GU,119,0,2,0,0
2/1/2025,HI,2049,10,70,18,7
2/1/2025,IA,5288,130,431,98,36
2/1/2025,ID,2050,25,162,41,19
2/1/2025,IL,20134,596,2137,372,281
2/1/2025,IN,11726,357,1243,191,111
2/1/2025,KS,5132,96,377,82,29
2/1/2025,KY,9179,193,694,103,65
2/1/2025,LA,9017,151,581,126,90
2/1/2025,MA,13288,349,1282,135,113
2/1/2025,MD,9202,190,810,90,74
2/1/2025,ME,2132,46,151,22,12
2/1/2025,MI,12978,577,1093,384,207
2/1/2025,MN,7990,215,877,182,90
2/1/2025,MO,11382,191,904,164,106
2/1/2025,MS,5939,115,536,54,45
2/1/2025,MT,1751,11,109,29,14
2/1/2025,NC,17669,396,1905,353,255
2/1/2025,ND,1636,22,104,29,9
2/1/2025,NE,3561,74,305,67,24
2/1/2025,NH,1895,64,142,22,18
2/1/2025,NJ,15523,468,1794,297,233
2/1/2025,NM,2131,56,211,78,23
2/1/2025,NV,5827,43,172,80,29
2/1/2025,NY,34487,777,3029,574,415
2/1/2025,OH,22616,679,2452,320,198
2/1/2025,OK,7394,171,1069,156,91
2/1/2025,OR,5564,63,493,142,81
2/1/2025,PA,23201,1498,3730,826,625
2/1/2025,PR,1103,11,48,0,0
2/1/2025,RI,1843,72,173,55,37
2/1/2025,SC,9238,194,1214,121,110
2/1/2025,SD,1812,55,139,23,6
2/1/2025,TN,14490,242,941,141,98
2/1/2025,TX,49004,756,4595,546,308
2/1/2025,UT,4050,48,195,178,35
2/1/2025,VA,13117,289,986,109,87
2/1/2025,VI,115,0,0,0,0
2/1/2025,VT,844,30,83,22,12
2/1/2025,WA,9776,120,578,119,84
2/1/2025,WI,8709,293,994,188,102
2/1/2025,WV,4404,91,267,61,35
2/1/2025,WY,370,55,103,26,12
1/25/2025,AK,937,5,25,20,10
1/25/2025,AL,9671,178,632,73,61
1/25/2025,AR,4790,81,345,64,51
1/25/2025,AZ,10121,304,1005,323,197
1/25/2025,CA,51768,913,3893,778,438
1/25/2025,CO,7892,166,456,217,63
1/25/2025,CT,6266,157,378,128,113
1/25/2025,DC,2063,29,203,7,7
1/25/2025,DE,1494,16,80,35,16
1/25/2025,FL,44524,601,3091,519,386
1/25/2025,GA,16967,208,1182,172,131
1/25/2025,GU,132,1,3,1,0
1/25/2025,HI,1784,11,81,17,10
1/25/2025,IA,5016,162,300,104,44
1/25/2025,ID,1890,26,106,47,19
1/25/2025,IL,19331,620,1734,409,288
1/25/2025,IN,10566,294,678,179,104
1/25/2025,KS,5017,118,212,71,32
1/25/2025,KY,7779,179,398,101,72
1/25/2025,LA,8563,130,511,131,87
1/25/2025,MA,13989,422,991,243,196
1/25/2025,MD,9153,196,582,72,50
1/25/2025,ME,2392,55,104,29,5
1/25/2025,MI,13287,551,863,313,182
1/25/2025,MN,6769,261,868,173,74
1/25/2025,MO,10901,185,517,109,78
1/25/2025,MS,6489,109,322,60,40
1/25/2025,MT,1745,21,67,23,13
1/25/2025,NC,18681,414,1553,412,303
1/25/2025,ND,1580,24,89,10,3
1/25/2025,NE,3356,79,181,65,22
1/25/2025,NH,1856,60,121,30,20
1/25/2025,NJ,15340,459,1591,331,243
1/25/2025,NM,1984,75,190,56,3
1/25/2025,NV,5762,48,195,59,22
1/25/2025,NY,36177,788,2899,621,454
1/25/2025,OH,21793,674,1686,357,217
1/25/2025,OK,7255,167,656,138,70
1/25/2025,OR,5467,51,272,106,59
1/25/2025,PA,22509,1443,3041,877,677
1/25/2025,PR,2698,68,319,58,8
1/25/2025,RI,1676,60,113,40,31
1/25/2025,SC,8005,153,797,114,90
1/25/2025,SD,1853,38,80,5,5
1/25/2025,TN,14632,209,646,138,75
1/25/2025,TX,46494,665,3248,522,291
1/25/2025,UT,3935,49,185,114,20
1/25/2025,VA,12330,219,658,97,70
1/25/2025,VI,97,1,0,0,0
1/25/2025,VT,750,31,56,13,9
1/25/2025,WA,10129,103,417,94,66
1/25/2025,WI,8208,346,812,188,85
1/25/2025,WV,4251,111,160,67,42
1/25/2025,WY,326,30,87,28,20
1/18/2025,AK,924,7,32,11,8
1/18/2025,AL,10805,192,490,98,69
1/18/2025,AR,5545,103,216,84,64
1/18/2025,AZ,10966,449,1099,358,224
1/18/2025,CA,51220,891,3365,781,500
1/18/2025,CO,7985,172,441,196,53
1/18/2025,CT,6723,188,245,167,143
1/18/2025,DC,1951,22,58,4,4
1/18/2025,DE,1590,42,66,38,21
1/18/2025,FL,45387,542,2666,609,473
1/18/2025,GA,18009,247,963,262,197
1/18/2025,GU,126,1,0,0,0
1/18/2025,HI,2130,18,91,22,11
1/18/2025,IA,5049,146,236,85,41
1/18/2025,ID,1913,33,130,40,10
1/18/2025,IL,19642,698,1316,521,367
1/18/2025,IN,11773,416,530,215,144
1/18/2025,KS,5294,122,200,68,44
1/18/2025,KY,9196,219,385,171,119
1/18/2025,LA,9344,134,487,161,114
1/18/2025,MA,12864,434,731,219,164
1/18/2025,MD,9242,196,459,127,104
1/18/2025,ME,2507,87,86,34,15
1/18/2025,MI,13136,628,496,294,177
1/18/2025,MN,8005,326,925,212,108
1/18/2025,MO,13460,286,557,187,117
1/18/2025,MS,5492,104,225,49,34
1/18/2025,MT,1708,36,79,13,4
1/18/2025,NC,19145,425,1104,468,337
1/18/2025,ND,1581,26,61,8,3
1/18/2025,NE,3434,78,126,42,15
1/18/2025,NH,1943,70,74,31,23
1/18/2025,NJ,15040,509,1259,452,342
1/18/2025,NM,1972,106,250,69,20
1/18/2025,NV,5765,55,189,73,32
1/18/2025,NY,36468,836,2567,698,528
1/18/2025,OH,22231,848,1148,497,307
1/18/2025,OK,7435,205,439,119,62
1/18/2025,OR,5634,81,284,72,46
1/18/2025,PA,22959,1660,2476,1065,760
1/18/2025,PR,2583,63,415,41,11
1/18/2025,RI,2001,68,107,37,31
1/18/2025,SC,8941,169,591,169,139
1/18/2025,SD,1806,34,53,6,4
1/18/2025,TN,14288,258,568,170,107
1/18/2025,TX,48651,592,2410,677,392
1/18/2025,UT,3459,50,180,98,24
1/18/2025,VA,12998,270,472,134,118
1/18/2025,VI,59,1,0,0,0
1/18/2025,VT,777,33,39,11,9
1/18/2025,WA,10234,89,357,116,92
1/18/2025,WI,8947,414,593,192,125
1/18/2025,WV,4269,143,133,92,47
1/18/2025,WY,426,47,86,19,11
1/11/2025,AK,924,14,39,21,15
1/11/2025,AL,9943,215,477,153,105
1/11/2025,AR,5549,104,157,78,70
1/11/2025,AS,83,0,1,0,0
1/11/2025,AZ,10983,467,1492,404,282
1/11/2025,CA,50624,883,3046,847,524
1/11/2025,CO,7852,236,499,138,52
1/11/2025,CT,6682,227,247,213,167
1/11/2025,DC,1915,24,44,5,5
1/11/2025,DE,1374,34,74,46,25
1/11/2025,FL,45548,571,2411,650,514
1/11/2025,GA,18158,249,820,321,236
1/11/2025,GU,134,0,0,0,0
1/11/2025,HI,1725,24,98,24,16
1/11/2025,IA,4997,159,261,168,131
1/11/2025,ID,2116,47,143,34,18
1/11/2025,IL,20519,791,1377,553,396
1/11/2025,IN,11289,524,502,224,135
1/11/2025,KS,4910,158,234,81,48
1/11/2025,KY,8593,235,427,188,123
1/11/2025,LA,9241,163,461,257,156
1/11/2025,MA,14147,628,585,248,205
1/11/2025,MD,9027,216,372,154,123
1/11/2025,ME,2465,92,92,18,7
1/11/2025,MI,14435,888,601,454,255
1/11/2025,MN,7984,371,895,230,134
1/11/2025,MO,12931,384,634,197,133
1/11/2025,MS,5464,84,216,63,43
1/11/2025,MT,1783,41,65,13,9
1/11/2025,NC,19006,403,831,546,397
1/11/2025,ND,1593,40,38,8,3
1/11/2025,NE,3498,104,171,42,16
1/11/2025,NH,2049,80,69,47,32
1/11/2025,NJ,14978,477,1074,503,361
1/11/2025,NM,2785,132,249,41,18
1/11/2025,NV,5873,68,260,78,45
1/11/2025,NY,36872,922,2249,893,644
1/11/2025,OH,22185,898,992,587,328
1/11/2025,OK,7644,226,285,134,74
1/11/2025,OR,5722,77,319,90,48
1/11/2025,PA,22147,1432,1587,1099,787
1/11/2025,PR,5126,133,1249,300,15
1/11/2025,RI,2075,87,69,66,36
1/11/2025,SC,8579,177,430,212,163
1/11/2025,SD,1768,44,47,7,5
1/11/2025,TN,14529,248,685,240,139
1/11/2025,TX,47535,588,2012,775,397
1/11/2025,UT,3955,71,256,81,21
1/11/2025,VA,12477,293,457,188,135
1/11/2025,VI,110,0,0,0,0
1/11/2025,VT,818,35,35,14,10
1/11/2025,WA,10013,112,388,111,75
1/11/2025,WI,8948,404,388,182,124
1/11/2025,WV,4171,141,144,99,63
1/11/2025,WY,389,47,62,14,10
1/4/2025,AK,869,6,62,34,13
1/4/2025,AL,9763,226,690,172,107
1/4/2025,AR,5227,152,208,106,88
1/4/2025,AS,70,1,3,3,0
1/4/2025,AZ,10491,729,2831,411,309
1/4/2025,CA,49360,1018,3838,989,551
1/4/2025,CO,7319,335,760,168,71
1/4/2025,CT,6129,236,294,202,135
1/4/2025,DC,2068,25,96,3,3
1/4/2025,DE,1904,80,185,155,74
1/4/2025,FL,39786,611,2618,711,512
1/4/2025,GA,16871,298,1102,496,320
1/4/2025,GU,271,1,0,0,0
1/4/2025,HI,1880,21,124,46,19
1/4/2025,IA,4682,170,166,61,23
1/4/2025,ID,1827,56,238,42,16
1/4/2025,IL,19265,1093,1554,732,443
1/4/2025,IN,10527,661,806,334,195
1/4/2025,KS,4726,224,350,101,38
1/4/2025,KY,8899,439,650,326,203
1/4/2025,LA,8136,175,607,285,193
1/4/2025,MA,12950,596,520,317,230
1/4/2025,MD,8072,302,407,234,168
1/4/2025,ME,2317,93,88,15,6
1/4/2025,MI,13303,902,555,432,209
1/4/2025,MN,7624,507,949,206,109
1/4/2025,MO,12674,474,820,260,142
1/4/2025,MS,5323,129,269,95,47
1/4/2025,MT,1443,34,69,16,6
1/4/2025,NC,18020,481,915,719,459
1/4/2025,ND,1198,38,56,13,2
1/4/2025,NE,2875,102,189,41,13
1/4/2025,NH,1862,133,97,46,32
1/4/2025,NJ,14180,649,1350,620,420
1/4/2025,NM,2611,159,309,46,12
1/4/2025,NV,5587,66,387,112,47
1/4/2025,NY,34086,1023,2502,1159,773
1/4/2025,OH,21142,1351,1301,788,373
1/4/2025,OK,7021,270,402,152,69
1/4/2025,OR,5257,122,536,138,71
1/4/2025,PA,18744,1313,1670,1064,558
1/4/2025,PR,4726,138,1010,397,9
1/4/2025,RI,1803,83,88,69,41
1/4/2025,SC,8495,226,509,357,257
1/4/2025,SD,1572,55,45,3,1
1/4/2025,TN,14057,353,1060,396,177
1/4/2025,TX,45536,711,2517,1285,504
1/4/2025,UT,3893,96,387,110,25
1/4/2025,VA,12022,435,644,311,215
1/4/2025,VI,93,1,0,0,0
1/4/2025,VT,653,34,33,13,9
1/4/2025,WA,9659,148,531,187,115
1/4/2025,WI,8196,522,389,184,92
1/4/2025,WV,4044,181,198,145,71
1/4/2025,WY,346,48,121,7,2
1/6/2024,AK,1014,36,5,3,0
1/6/2024,AR,5286,439,234,3,3
1/6/2024,AZ,11340,645,907,10,8
1/6/2024,CA,48518,3847,1470,38,27
1/6/2024,CO,6955,477,308,3,3
1/6/2024,CT,5916,488,167,13,13
1/6/2024,DC,2306,86,55,0,0
1/6/2024,DE,2009,110,48,4,4
1/6/2024,FL,42465,2143,1414,0,0
1/6/2024,GA,16730,1130,758,1,1
1/6/2024,HI,1903,108,40,2,2
1/6/2024,IA,4681,385,94,9,4
1/6/2024,ID,1964,210,157,2,2
1/6/2024,IL,20043,1602,511,9,9
1/6/2024,IN,10881,979,521,6,5
1/6/2024,KS,4746,389,93,16,7
1/6/2024,KY,9194,521,296,2,2
1/6/2024,LA,8331,417,304,3,3
1/6/2024,MD,8360,612,322,0,0
1/6/2024,ME,2155,150,58,6,6
1/6/2024,MI,16760,1300,497,5,3
1/6/2024,MO,12007,901,345,0,0
1/6/2024,MS,5124,232,263,0,0
1/6/2024,MT,1743,161,129,0,0
1/6/2024,ND,1438,83,52,0,0
1/6/2024,NE,3313,237,50,2,2
1/6/2024,NH,2217,195,46,4,4
1/6/2024,NJ,15444,1442,667,0,0
1/6/2024,NM,3366,111,229,0,0
1/6/2024,NY,36575,3695,1278,22,22
1/6/2024,OH,20905,1539,562,26,5
1/6/2024,OK,5935,416,174,24,17
1/6/2024,OR,5241,316,142,1,1
1/6/2024,PA,23953,1825,761,48,45
1/6/2024,PR,4255,186,51,1,0
1/6/2024,RI,1724,140,48,7,7
1/6/2024,SC,8186,552,473,0,0
1/6/2024,SD,1473,119,54,0,0
1/6/2024,TX,43636,2630,2093,3,3
1/6/2024,UT,3653,254,63,7,2
1/6/2024,VA,12255,1005,538,0,0
1/6/2024,VT,885,64,15,0,0
1/6/2024,WA,9844,435,209,0,0
1/6/2024,WY,595,45,82,1,1
1/13/2024,AR,5440,384,223,5,5
1/13/2024,AZ,11650,582,716,22,3
1/13/2024,CA,50228,3460,1075,23,20
1/13/2024,CO,7095,464,286,1,0
1/13/2024,CT,5976,489,159,6,6
1/13/2024,DE,2048,109,34,4,4
1/13/2024,FL,45072,2124,1070,0,0
1/13/2024,GA,17079,1116,627,0,0
1/13/2024,HI,1965,108,25,0,0
1/13/2024,IA,4704,280,84,2,0
1/13/2024,ID,2018,178,102,3,2
1/13/2024,IL,20435,1424,380,3,3
1/13/2024,IN,11238,831,443,6,3
1/13/2024,KS,4826,285,101,15,6
1/13/2024,KY,9303,489,240,3,3
1/13/2024,LA,8613,409,252,2,2
1/13/2024,MD,8672,531,245,1,1
1/13/2024,ME,2165,117,47,5,5
1/13/2024,MI,16649,1104,381,4,3
1/13/2024,MO,12367,796,316,0,0
1/13/2024,MS,5350,250,230,0,0
1/13/2024,MT,1755,126,114,0,0
1/13/2024,ND,1448,61,32,0,0
1/13/2024,NE,3342,189,55,0,0
1/13/2024,NH,2229,153,47,5,5
1/13/2024,NJ,15575,1368,570,0,0
1/13/2024,NY,37347,3343,1037,33,28
1/13/2024,OH,21606,1310,542,20,5
1/13/2024,OK,6101,381,209,26,15
1/13/2024,OR,5402,270,115,0,0
1/13/2024,PA,24215,1494,577,37,34
1/13/2024,PR,4829,227,61,2,0
1/13/2024,RI,1797,122,34,2,2
1/13/2024,SD,1486,99,32,0,0
1/13/2024,TX,44588,2393,1964,0,0
1/13/2024,UT,3853,198,47,8,3
1/13/2024,VA,12624,893,381,0,0
1/13/2024,VT,874,50,24,0,0
1/13/2024,WI,8306,596,265,0,0
1/13/2024,WY,592,52,56,0,0
1/20/2024,AK,972,44,9,NA,NA
1/20/2024,AR,5130,334,227,1,1
1/20/2024,AZ,11518,489,682,14,3
1/20/2024,CA,50458,3225,1096,16,15
1/20/2024,CO,6986,347,197,0,0
1/20/2024,CT,5980,381,128,5,5
1/20/2024,DE,2036,79,32,3,3
1/20/2024,FL,44499,2060,908,0,0
1/20/2024,GA,16858,1109,486,0,0
1/20/2024,HI,1962,124,23,0,0
1/20/2024,IA,4629,237,95,1,0
1/20/2024,ID,1976,107,88,1,0
1/20/2024,IL,20220,1161,335,5,5
1/20/2024,IN,10815,649,402,5,3
1/20/2024,KS,4818,209,66,4,1
1/20/2024,KY,8865,369,197,0,0
1/20/2024,LA,8153,352,141,1,1
1/20/2024,MD,8498,427,198,0,0
1/20/2024,ME,2169,81,40,4,4
1/20/2024,MI,16256,765,346,1,1
1/20/2024,MO,12004,566,266,2,2
1/20/2024,MS,5115,173,158,2,0
1/20/2024,MT,1701,66,81,0,0
1/20/2024,ND,1408,56,41,0,0
1/20/2024,NE,3334,151,35,6,1
1/20/2024,NH,2225,91,30,3,3
1/20/2024,NV,5778,214,78,0,0
1/20/2024,NY,37097,2783,862,18,18
1/20/2024,OH,20969,1035,505,16,5
1/20/2024,OK,5805,295,252,6,4
1/20/2024,OR,5444,242,85,2,0
1/20/2024,PA,23694,1162,454,143,126
1/20/2024,PR,5206,260,50,0,0
1/20/2024,RI,1805,86,34,2,2
1/20/2024,SC,8133,415,197,0,0
1/20/2024,SD,1461,82,16,0,0
1/20/2024,TN,14446,402,350,0,0
1/20/2024,TX,43831,2179,1682,1,1
1/20/2024,UT,3756,158,28,2,1
1/20/2024,VA,11977,687,302,0,0
1/20/2024,VT,865,39,26,0,0
1/20/2024,WA,10036,390,145,0,0
1/20/2024,WI,8134,437,175,0,0
1/20/2024,WY,577,30,23,0,0
1/27/2024,AK,1030,40,7,3,0
1/27/2024,AR,5396,286,275,0,0
1/27/2024,AZ,11448,465,616,6,0
1/27/2024,CA,50087,2761,732,19,16
1/27/2024,CO,7071,296,229,1,0
1/27/2024,CT,5931,358,156,5,5
1/27/2024,DC,2349,59,21,0,0
1/27/2024,DE,2019,62,28,3,3
1/27/2024,FL,44007,2100,835,0,0
1/27/2024,GA,16879,1010,455,0,0
1/27/2024,IA,4687,187,76,0,0
1/27/2024,ID,2075,113,69,5,4
1/27/2024,IL,20308,895,275,1,1
1/27/2024,IN,10703,486,428,5,2
1/27/2024,KS,4891,183,68,11,3
1/27/2024,KY,9004,320,251,1,1
1/27/2024,LA,7900,356,130,1,1
1/27/2024,MD,8357,388,171,0,0
1/27/2024,ME,2092,53,34,1,1
1/27/2024,MI,16132,656,388,2,2
1/27/2024,MO,12286,493,272,0,0
1/27/2024,MS,5320,166,161,0,0
1/27/2024,MT,1663,60,115,0,0
1/27/2024,ND,1413,39,48,0,0
1/27/2024,NE,3386,132,47,2,0
1/27/2024,NH,2214,74,24,0,0
1/27/2024,NY,36748,2280,923,17,16
1/27/2024,OH,20979,863,590,23,3
1/27/2024,OK,5963,290,346,7,4
1/27/2024,OR,5562,216,98,2,2
1/27/2024,PA,23699,1002,405,137,123
1/27/2024,PR,5229,261,51,0,0
1/27/2024,RI,1777,84,24,1,1
1/27/2024,SC,7938,428,213,0,0
1/27/2024,SD,1478,67,27,0,0
1/27/2024,TN,14691,401,280,0,0
1/27/2024,TX,44201,2275,1868,0,0
1/27/2024,UT,3764,144,38,7,0
1/27/2024,VA,12021,623,262,0,0
1/27/2024,VT,839,46,21,0,0
1/27/2024,WI,8073,337,141,NA,NA
1/27/2024,WY,561,17,40,0,0
2/3/2024,AK,1032,57,8,0,0
2/3/2024,AR,5454,256,245,0,0
2/3/2024,AZ,11233,403,343,9,4
2/3/2024,CA,49737,2384,547,12,10
2/3/2024,CO,7197,270,196,2,0
2/3/2024,CT,5879,271,111,1,1
2/3/2024,DE,2025,51,25,3,3
2/3/2024,FL,43796,2038,711,0,0
2/3/2024,GA,16937,1039,354,0,0
2/3/2024,HI,1946,96,5,0,0
